Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
48ea0a3a-4a02-4ee9-b310-8a367fd4e59d,2017-04-13 19:04:16,Running,,8.58,46:21,5:24,11.10,603.0,88,145,"","TomTom MySports Watch",2017-04-13-190416.gpx
7263bbb0-934f-47a7-9d9e-f0a0816286be,2017-04-10 18:46:56,Running,,12.72,1:07:05,5:16,11.38,908.999999476416,122,146,"","TomTom MySports Watch",2017-04-10-184656.gpx
344ece5a-187e-418e-9287-0e8a11a07643,2017-04-06 19:07:46,Running,,8.65,42:24,4:54,12.25,594.99999965728,87,156,"","TomTom MySports Watch",2017-04-06-190746.gpx
6b2ca811-ca43-42ed-9b08-8752d2ddac50,2017-04-04 18:31:11,Running,,8.61,45:58,5:20,11.24,612.999999646912,89,143,"","TomTom MySports Watch",2017-04-04-183111.gpx
410ddb93-7109-4248-9ca6-86da1fdd311b,2017-04-01 16:56:53,Running,,13.53,1:14:46,5:32,10.86,955.999999449344,196,146,"","TomTom MySports Watch",2017-04-01-165653.gpx
9a3ec53a-d6f2-4ba7-87e1-085edf2a8064,2017-03-30 19:06:29,Running,,8.48,46:53,5:32,10.85,606.999999650368,90,143,"","TomTom MySports Watch",2017-03-30-190629.gpx
0b6616e6-be34-4950-b04e-11f0deeca9ab,2017-03-28 19:13:23,Running,,8.65,45:24,5:15,11.43,611.999999647488,88,152,"","TomTom MySports Watch",2017-03-28-191323.gpx
2c90030a-14cb-46e6-8152-646bccabe3b5,2017-03-26 17:10:40,Running,,14.62,1:21:54,5:36,10.71,1062.0,149,,"","",2017-03-26-171040.gpx
f7461f26-c148-430d-be37-c1ede0e57ec5,2017-03-20 18:44:13,Running,,14.42,1:18:40,5:27,11.00,1017.99999941363,99,148,"","TomTom MySports Watch",2017-03-20-184413.gpx
02eff545-2173-439c-afc3-d446e5802528,2017-03-16 18:21:05,Running,,6.80,36:18,5:20,11.24,489.99999971776,67,151,"","TomTom MySports Watch",2017-03-16-182105.gpx
a286c0fa-6876-491b-854a-c6d8813b4237,2017-03-13 18:34:11,Running,,12.06,1:07:14,5:34,10.77,839.99999951616,113,143,"","TomTom MySports Watch",2017-03-13-183411.gpx
cfdbf8c5-6f66-4de4-af0b-afc5f5a8ab28,2017-03-09 18:20:43,Running,,9.52,54:28,5:43,10.49,675.999999610624,81,139,"","TomTom MySports Watch",2017-03-09-182043.gpx
853911d0-7a12-456d-8e72-974a8e3782e5,2017-02-27 18:57:30,Running,,11.02,59:26,5:24,11.12,790.999999544384,102,150,"","TomTom MySports Watch",2017-02-27-185730.gpx
97b7530f-7db6-421e-95a4-6055cf6834df,2017-02-23 18:39:15,Running,,8.80,50:57,5:47,10.37,617.999999644032,85,139,"","TomTom MySports Watch",2017-02-23-183915.gpx
37a6dd24-87a6-4ec7-8df2-bed0faddf4c8,2017-02-21 19:16:07,Running,,7.40,41:20,5:35,10.75,521.999999699328,82,140,"","TomTom MySports Watch",2017-02-21-191607.gpx
a95379e3-8981-4309-9c3e-3f4397bf432d,2017-02-13 18:42:55,Running,,9.78,56:19,5:45,10.42,691.999999601408,78,146,"","TomTom MySports Watch",2017-02-13-184255.gpx
a3b20f84-2a41-4d82-ba64-ba5ae415d5a1,2017-02-06 18:45:01,Running,,9.79,58:23,5:58,10.07,716.999999587008,76,145,"","TomTom MySports Watch",2017-02-06-184501.gpx
dcf483e9-421e-42b6-b116-884c794f5366,2017-01-30 18:43:33,Running,,6.98,37:28,5:22,11.18,496.999999713728,66,143,"","TomTom MySports Watch",2017-01-30-184333.gpx
d61065b6-749d-46bf-a680-6ebb7067620c,2017-01-26 18:47:36,Running,,8.30,44:30,5:22,11.19,585.999999662464,74,144,"","TomTom MySports Watch",2017-01-26-184736.gpx
9a35d26a-e947-4374-b411-a28c07f0b153,2017-01-23 18:39:10,Running,,11.98,1:07:49,5:40,10.60,849.9999995104,100,150,"","TomTom MySports Watch",2017-01-23-183910.gpx
e3e565d9-b63b-4a12-9704-b3daef064784,2017-01-19 18:10:00,Running,,7.43,41:36,5:36,10.72,517.999999701632,51,132,"","TomTom MySports Watch",2017-01-19-181000.gpx
5847c202-4eb8-4416-b641-530232791775,2017-01-16 18:04:30,Running,,12.15,1:08:32,5:38,10.64,849.9999995104,99,143,"","TomTom MySports Watch",2017-01-16-180430.gpx
1a0c5ffe-b6ef-4c05-8126-acd92ab1b5a6,2017-01-12 18:19:37,Running,,12.00,1:08:08,5:41,10.57,859.99999950464,100,148,"","TomTom MySports Watch",2017-01-12-181937.gpx
e6f58116-e2c7-4f3a-848e-0529635f8bb3,2017-01-05 18:15:10,Running,,7.02,39:42,5:39,10.61,492.999999716032,68,143,"","TomTom MySports Watch",2017-01-05-181510.gpx
2e8b8cba-c1b5-4837-a124-9b8a30cc5ff9,2017-01-03 18:26:07,Running,,10.05,57:27,5:43,10.49,699.9999995968,93,143,"","TomTom MySports Watch",2017-01-03-182607.gpx
85115e40-2460-4043-ab77-9c48ad4e1aa3,2016-12-29 19:08:37,Running,,7.00,39:48,5:41,10.55,490.999999717184,67,113,"","TomTom MySports Watch",2016-12-29-190837.gpx
8f84f8fd-d26f-46d9-91bc-9ee4ddb6b2a8,2016-12-26 18:37:08,Running,,6.92,39:42,5:44,10.45,478.999999724096,67,139,"","TomTom MySports Watch",2016-12-26-183708.gpx
94105764-bf26-4123-b199-f4efef9c9959,2016-12-22 18:43:38,Running,,6.90,38:28,5:35,10.76,481.999999722368,64,137,"","TomTom MySports Watch",2016-12-22-184338.gpx
ad7aec27-c204-403a-aa08-5f4068d5b239,2016-12-15 18:53:07,Running,,6.85,37:44,5:30,10.90,486.999999719488,67,140,"","TomTom MySports Watch",2016-12-15-185307.gpx
159d92f4-c96b-43ea-88a3-8f1060d170ed,2016-12-06 18:36:37,Running,,6.99,41:34,5:57,10.08,499.999999712,49,139,"","TomTom MySports Watch",2016-12-06-183637.gpx
5671ace7-1b97-4466-b4a3-e89a40588690,2016-12-01 18:39:39,Running,,6.96,39:33,5:41,10.56,478.999999724096,66,126,"","TomTom MySports Watch",2016-12-01-183939.gpx
f603036c-01a9-40dd-ae80-101e70056810,2016-11-28 18:46:07,Running,,10.13,57:41,5:42,10.54,708.999999591616,95,144,"","TomTom MySports Watch",2016-11-28-184607.gpx
1bfdff30-6f7f-4428-9316-3b6289bd57f3,2016-11-24 18:50:24,Running,,6.73,36:01,5:21,11.21,470.999999728704,65,163,"","TomTom MySports Watch",2016-11-24-185024.gpx
dcb51374-c574-4fac-8f30-d2f2080368eb,2016-11-21 18:57:32,Running,,10.05,56:45,5:39,10.63,703.999999594496,96,146,"","TomTom MySports Watch",2016-11-21-185732.gpx
56571fdf-a69d-4662-87f2-0a0cc0621d4e,2016-11-17 18:52:21,Running,,6.95,40:32,5:50,10.28,493.999999715456,67,161,"","TomTom MySports Watch",2016-11-17-185221.gpx
89e8ac21-0c79-4251-9d0b-ddef7c7cb0f3,2016-11-15 18:27:55,Running,,6.94,40:44,5:52,10.22,491.999999716608,66,134,"","TomTom MySports Watch",2016-11-15-182755.gpx
e29a6eb4-cd05-4dab-ac97-39ee3ecf0555,2016-11-10 18:31:03,Running,,6.83,40:03,5:52,10.22,483.999999721216,67,134,"","TomTom MySports Watch",2016-11-10-183103.gpx
912e75d6-3060-44c9-b67a-b2510b1fad32,2016-11-03 18:17:35,Running,,6.77,37:58,5:37,10.70,482.999999721792,64,142,"","TomTom MySports Watch",2016-11-03-181735.gpx
86ea4944-dc1b-4cc9-8e20-eb3a0267e3ff,2016-10-31 19:34:32,Running,,10.15,56:36,5:35,10.76,700.999999596224,109,132,"","TomTom MySports Watch",2016-10-31-193432.gpx
f7222eab-f4cf-4f15-ab3e-fb6a723b1294,2016-10-27 19:17:55,Running,,6.84,34:57,5:06,11.75,477.999999724672,75,146,"","TomTom MySports Watch",2016-10-27-191755.gpx
7d043cea-6c58-4e18-8d31-6ac3f1deb2a8,2016-10-24 18:38:31,Running,,10.15,58:25,5:45,10.42,703.999999594496,92,139,"","TomTom MySports Watch",2016-10-24-183831.gpx
772cc020-ef53-429b-9ae7-43e8cc474d86,2016-10-20 18:57:48,Running,,10.19,56:25,5:32,10.83,715.999999587584,89,148,"","TomTom MySports Watch",2016-10-20-185748.gpx
605ee6a1-3eba-4b09-8528-66f0a34368d5,2016-10-17 18:39:56,Running,,10.02,55:56,5:35,10.75,712.999999589312,92,136,"","TomTom MySports Watch",2016-10-17-183956.gpx
467ce511-b823-4bf8-a6b8-3de45da696b9,2016-10-15 17:14:34,Running,,13.49,1:14:11,5:30,10.91,942.999999456832,182,143,"","TomTom MySports Watch",2016-10-15-171434.gpx
0762a080-72c1-4316-9af3-520de54776dd,2016-10-12 17:50:31,Running,,9.77,52:12,5:21,11.22,700.0,57,,"","",2016-10-12-175031.gpx
d7f518d9-57aa-4c3f-b5d1-a3f758155737,2016-10-03 11:47:16,Cycling,,23.62,1:12:42,3:05,19.50,606.0,301,126,"","TomTom MySports Watch",2016-10-03-114716.gpx
f9df1129-32bf-4ff8-93fa-8e2617617c37,2016-10-02 16:36:05,Running,,13.43,1:12:20,5:23,11.14,945.999999455104,184,141,"","TomTom MySports Watch",2016-10-02-163605.gpx
e47410e1-1a6c-428f-a03d-7f5c86a1e6e7,2016-09-27 18:11:27,Running,,6.88,32:47,4:46,12.59,496.0,49,,"","",2016-09-27-181127.gpx
90d59463-bd07-4aa2-bf45-51c5cc985a1f,2016-09-24 16:39:37,Running,,19.41,1:46:24,5:29,10.95,1344.99999922528,320,140,"","TomTom MySports Watch",2016-09-24-163937.gpx
1454fad1-9940-448a-82fb-8ae9f3bf05e5,2016-09-22 18:52:22,Running,,6.96,37:14,5:21,11.22,493.999999715456,63,135,"","TomTom MySports Watch",2016-09-22-185222.gpx
b6743512-8841-4278-9f54-8028ca96eae6,2016-09-20 18:42:40,Running,,10.03,53:21,5:19,11.28,712.999999589312,89,139,"","TomTom MySports Watch",2016-09-20-184240.gpx
27a3ae81-deee-44f8-97ce-da1ed9d11ab6,2016-09-15 18:38:53,Running,,10.00,47:55,4:47,12.52,673.999999611776,91,150,"","TomTom MySports Watch",2016-09-15-183853.gpx
76fd4f11-78e0-4c31-a25f-4933c9163901,2016-09-12 18:23:04,Running,,13.08,1:10:33,5:24,11.12,916.999999471808,116,141,"","TomTom MySports Watch",2016-09-12-182304.gpx
be77ab12-11b2-4604-828d-6ac7ee0b6c50,2016-09-10 17:13:51,Cycling,,13.11,32:47,2:30,23.99,328.0,163,136,"","TomTom MySports Watch",2016-09-10-171351.gpx
8a409a09-8312-448c-b513-ea63a18cbca1,2016-09-08 18:19:56,Running,,13.12,1:04:40,4:56,12.17,905.999999478144,110,154,"","TomTom MySports Watch",2016-09-08-181956.gpx
cc9e2d95-fc5d-4633-9801-a6a92df8eebe,2016-09-04 17:08:28,Cycling,,13.64,40:43,2:59,20.09,342.0,184,134,"","TomTom MySports Watch",2016-09-04-170828.gpx
9697ecb1-cfe8-454c-86c6-1def815159b2,2016-09-03 17:28:11,Running,,13.50,1:17:44,5:46,10.42,948.999999453376,184,138,"","TomTom MySports Watch",2016-09-03-172811.gpx
d2e170c7-70e0-430c-ad0a-185fc87a4dae,2016-08-31 18:33:50,Running,,13.06,1:04:09,4:55,12.22,898.999999482176,107,152,"","TomTom MySports Watch",2016-08-31-183350.gpx
3054ec70-ce18-45a0-aaa3-badaa9d89711,2016-08-28 18:00:16,Running,,12.05,1:07:14,5:35,10.76,834.99999951904,172,143,"","TomTom MySports Watch",2016-08-28-180016.gpx
e3fc3373-0a83-4dba-8042-7eca0b3cf676,2016-08-27 17:08:38,Cycling,,24.67,1:08:53,2:48,21.49,623.0,307,134,"","TomTom MySports Watch",2016-08-27-170838.gpx
81b6ef5d-8f11-4c2f-966d-d253706aa921,2016-08-24 17:26:00,Running,,13.25,1:11:57,5:26,11.05,897.999999482752,181,141,"","TomTom MySports Watch",2016-08-24-172600.gpx
ee6099f2-aa7e-4607-9934-829a12fd5224,2016-08-22 18:14:48,Running,,10.06,51:20,5:06,11.76,716.0,58,,"","",2016-08-22-181448.gpx
d71c6646-114b-4fb9-a011-d195c560591b,2016-08-20 15:43:49,Cycling,,31.48,1:29:50,2:51,21.03,740.0,553,138,"","TomTom MySports Watch",2016-08-20-154349.gpx
454b61da-b805-4a17-9a46-940c3607e8ee,2016-08-19 16:57:41,Running,,13.43,1:14:24,5:32,10.83,904.99999947872,185,150,"","TomTom MySports Watch",2016-08-19-165741.gpx
af644132-ea3f-4770-a8d3-703c17d6c858,2016-08-17 17:17:09,Cycling,,21.82,1:22:34,3:47,15.86,533.0,316,122,"","TomTom MySports Watch",2016-08-17-171709.gpx
a871f64a-5aba-44ce-b166-f3b57c4406a6,2016-08-14 12:32:07,Running,,21.16,2:04:44,5:54,10.18,1469.99999915328,351,149,"","TomTom MySports Watch",2016-08-14-123207.gpx
513f1448-16e1-4cc3-8f1f-71c02809d8c2,2016-08-01 17:40:40,Running,,14.32,1:20:36,5:38,10.66,997.999999425152,213,151,"","TomTom MySports Watch",2016-08-01-174040.gpx
34994797-0b06-484c-8a7a-ebd8760084a9,2016-07-24 17:13:38,Running,,20.81,2:03:35,5:56,10.11,1435.99999917286,367,144,"","TomTom MySports Watch",2016-07-24-171338.gpx
d937fa3d-ace4-4083-abaa-ce450bf92ea9,2016-07-18 18:28:47,Running,,10.01,50:49,5:05,11.82,682.999999606592,92,151,"","TomTom MySports Watch",2016-07-18-182847.gpx
5085cce1-bebb-48cb-8429-33ff77b6fdf3,2016-07-16 17:27:12,Running,,22.06,2:08:28,5:49,10.30,1524.9999991216,354,143,"","TomTom MySports Watch",2016-07-16-172712.gpx
d1b3933f-2b58-4158-b2e7-b2385682da43,2016-07-12 18:20:28,Running,,9.71,50:45,5:14,11.47,696.0,52,,"","",2016-07-12-182028.gpx
85014381-7900-49e2-88f0-42c75e0954c1,2016-07-10 16:35:25,Running,,19.27,1:49:48,5:42,10.53,1323.99999923738,319,142,"","TomTom MySports Watch",2016-07-10-163525.gpx
b8d35359-b7ee-4270-bd59-0b108b86bafd,2016-07-04 18:24:46,Running,,16.46,1:28:53,5:24,11.11,1139.99999934336,146,144,"","TomTom MySports Watch",2016-07-04-182446.gpx
04a5969e-40b1-45de-a8f4-79745c556c59,2016-07-02 17:52:07,Running,,13.55,1:18:01,5:46,10.42,933.999999462016,189,137,"","TomTom MySports Watch",2016-07-02-175207.gpx
20ef6c75-37e5-48cc-ab4a-934347347632,2016-06-27 18:40:44,Running,,13.28,1:12:43,5:29,10.96,903.999999479296,180,146,"","TomTom MySports Watch",2016-06-27-184044.gpx
c306e91d-482d-40b4-96f6-c6f2117eaab4,2016-06-25 17:02:44,Running,,13.22,1:16:38,5:48,10.35,917.999999471232,226,142,"","TomTom MySports Watch",2016-06-25-170244.gpx
7bedfff1-e270-4ca6-9b34-61f3fc016487,2016-06-23 18:29:58,Running,,10.02,51:35,5:09,11.65,719.0,60,,"","Very hot, up to 30+
",2016-06-23-182958.gpx
2c7b0c7c-1a8e-46d8-88f0-f52cde314a5d,2016-06-19 17:04:31,Running,,18.59,1:49:24,5:53,10.19,1283.99999926042,295,142,"","TomTom MySports Watch",2016-06-19-170431.gpx
86208dc5-01ec-4383-8284-89afd17ff565,2016-06-14 18:40:51,Running,,13.21,1:08:35,5:11,11.56,904.99999947872,119,155,"","TomTom MySports Watch",2016-06-14-184051.gpx
5ba46d07-d64a-4204-b64c-11b5fb095be6,2016-06-12 12:07:08,Running,,19.89,1:45:59,5:20,11.26,1452.0,202,,"","",2016-06-12-120708.gpx
adb38948-116e-4000-9598-877aa7b718da,2016-06-05 17:10:29,Running,,15.52,1:30:35,5:50,10.28,1073.99999938138,254,142,"","TomTom MySports Watch",2016-06-05-171029.gpx
7d056151-5c10-44c8-ad58-43bf7e1e6fe6,2016-06-02 18:43:44,Running,,13.24,1:09:06,5:13,11.50,910.999999475264,117,145,"","TomTom MySports Watch",2016-06-02-184344.gpx
69ba4306-6177-4ef1-b3c6-cea3e9700116,2016-05-30 18:51:32,Running,,10.03,52:02,5:11,11.57,685.999999604864,91,145,"","TomTom MySports Watch",2016-05-30-185132.gpx
e6a0852a-16ff-446c-b522-21c9489c07b7,2016-05-26 18:30:37,Running,,12.88,1:08:16,5:18,11.32,892.999999485632,145,149,"","TomTom MySports Watch",2016-05-26-183037.gpx
bf304a1c-a01b-4ceb-9559-bde274612398,2016-05-23 18:26:58,Running,,10.02,51:25,5:08,11.68,720.0,64,,"","",2016-05-23-182658.gpx
d6e2c045-ce5b-49be-846e-a59df6bd4f0d,2016-05-22 15:31:06,Cycling,,39.62,1:48:59,2:45,21.81,877.0,319,,"","",2016-05-22-153106.gpx
fc27d591-a215-4c9b-b30d-22dc38a9293e,2016-05-19 18:54:07,Running,,10.14,55:00,5:26,11.06,701.999999595648,99,145,"","TomTom MySports Watch",2016-05-19-185407.gpx
6efb6c1b-fcb4-449c-be9b-6c70d6d0acab,2016-05-09 16:46:49,Running,,13.50,1:15:04,5:34,10.79,920.999999469504,181,147,"","TomTom MySports Watch",2016-05-09-164649.gpx
3c60a550-2443-4986-b9b8-666f29b2b367,2016-04-24 17:16:01,Running,,12.85,1:16:56,5:59,10.02,902.999999479872,185,142,"","TomTom MySports Watch",2016-04-24-171601.gpx
5fe9a80e-d885-426e-816e-2d7aca6844ec,2016-04-17 16:20:56,Running,,13.47,1:17:55,5:47,10.37,927.999999465472,180,140,"","TomTom MySports Watch",2016-04-17-162056.gpx
f5856eb2-a21b-4796-9b0c-b581bfb0f777,2016-04-11 18:25:11,Running,,8.88,47:00,5:17,11.34,615.999999645184,83,143,"","TomTom MySports Watch",2016-04-11-182511.gpx
f260fb9a-5017-40e2-af1d-77ff22e3c5f6,2016-04-07 18:50:38,Running,,10.00,51:15,5:07,11.71,684.99999960544,92,145,"","TomTom MySports Watch",2016-04-07-185038.gpx
30839785-9325-435a-97d2-219039984113,2016-04-03 16:27:37,Running,,10.30,58:59,5:44,10.47,705.999999593344,143,142,"","TomTom MySports Watch",2016-04-03-162737.gpx
bd2a55a4-2553-4007-808d-5456de4482c6,2016-03-28 16:12:15,Running,,15.62,1:32:26,5:55,10.14,1084.99999937504,258,145,"","TomTom MySports Watch",2016-03-28-161215.gpx
63c7f05c-2285-489e-ae1e-af1b7ecce87c,2016-03-21 18:51:35,Running,,9.10,51:25,5:39,10.62,625.999999639424,85,142,"","TomTom MySports Watch",2016-03-21-185135.gpx
c1105c54-b975-486c-8606-9e0a80994541,2016-03-13 13:02:38,Running,,7.19,43:26,6:03,9.93,511.999999705088,111,136,"","TomTom MySports Watch",2016-03-13-130238.gpx
375d191f-2d90-4781-8223-a2a8146ca445,2016-03-07 13:23:44,Running,,13.69,1:20:39,5:54,10.18,995.0,141,,"","",2016-03-07-132344.gpx
37908beb-2ae0-41e7-9554-3662d9beefec,2016-02-28 13:37:46,Running,,13.48,1:19:28,5:54,10.18,941.999999457408,183,144,"","TomTom MySports Watch",2016-02-28-133746.gpx
ba4a23cd-25ef-43ea-84c4-fb8c3c1e3b57,2016-02-21 15:48:48,Running,,13.69,1:22:23,6:01,9.97,997.0,144,,"","Cold and windy
",2016-02-21-154848.gpx
6b831381-6425-4a66-ada4-7f57f013ea05,2016-02-18 19:09:01,Running,,6.92,39:25,5:42,10.54,472.999999727552,67,141,"","TomTom MySports Watch",2016-02-18-190901.gpx
c41ee42c-c911-4367-8594-e86cffbec427,2016-02-15 18:37:04,Running,,10.02,1:00:08,6:00,10.00,702.999999595072,92,157,"","TomTom MySports Watch",2016-02-15-183704.gpx
09404e9f-88f0-4a78-8df8-e7a51c5246e0,2016-02-08 18:09:03,Running,,6.81,41:18,6:04,9.89,488.999999718336,68,165,"","TomTom MySports Watch",2016-02-08-180903.gpx
baed89f0-0754-4b54-a5cb-7959c39459c0,2016-02-04 18:46:32,Running,,6.84,40:02,5:51,10.25,477.999999724672,67,139,"","TomTom MySports Watch",2016-02-04-184632.gpx
f5f333b1-3453-4555-aafd-d19923d0b84e,2016-01-14 18:40:08,Running,,7.00,41:18,5:54,10.17,486.999999719488,70,142,"","TomTom MySports Watch",2016-01-14-184008.gpx
7c59b1da-9dfd-43df-8170-a0bc4ad2bdb6,2015-12-27 13:14:59,Running,,13.53,1:16:48,5:41,10.57,921.999999468928,185,152,"","TomTom MySports Watch",2015-12-27-131459.gpx
49f7059a-97c3-499e-9f42-85df1506aa90,2015-12-23 18:45:03,Running,,10.12,59:02,5:50,10.29,692.999999600832,95,158,"","TomTom MySports Watch",2015-12-23-184503.gpx
620a65d8-185f-40f4-8967-9ce068f02269,2015-12-21 18:31:25,Running,,10.02,57:55,5:47,10.38,686.999999604288,91,138,"","TomTom MySports Watch",2015-12-21-183125.gpx
2c3636ee-cb13-4f41-80c7-2373427859ac,2015-12-06 12:54:29,Running,,13.77,1:18:04,5:40,10.58,1009.0,146,,"","",2015-12-06-125429.gpx
5996f583-c53c-4ef3-867e-76db1c54dd6d,2015-11-17 18:37:11,Running,,10.00,58:32,5:51,10.25,687.999999603712,93,140,"","TomTom MySports Watch",2015-11-17-183711.gpx
df774be0-d4a3-4104-a9e4-ee120e17bcba,2015-11-09 18:21:31,Running,,9.72,55:01,5:40,10.60,658.999999620416,89,131,"","TomTom MySports Watch",2015-11-09-182131.gpx
bd307ec2-4c6d-4be5-b7d1-d15fb11a7b9d,2015-11-02 18:23:37,Running,,6.60,36:15,5:30,10.92,455.999999737344,62,145,"","TomTom MySports Watch",2015-11-02-182337.gpx
340e4fd4-6817-4a03-b1af-7c2deb9768ae,2015-10-18 15:43:06,Cycling,,16.67,1:08:46,4:08,14.54,427.0,166,,"","",2015-10-18-154306.gpx
2ff0ef92-5476-4321-8f24-49a6b92433f3,2015-10-04 10:15:57,Running,,38.32,4:28:19,7:00,8.57,2587.99999850931,646,140,"","TomTom MySports Watch",2015-10-04-101557.gpx
16bb07d0-9417-428e-b30e-2e7286b2d25a,2015-09-28 18:21:21,Running,,18.94,1:44:26,5:31,10.88,1300.99999925062,158,138,"","TomTom MySports Watch",2015-09-28-182121.gpx
949d5983-73ea-4a25-a589-87e0280b1b8e,2015-09-24 18:28:14,Running,,9.43,51:16,5:26,11.03,649.9999996256,77,138,"","TomTom MySports Watch",2015-09-24-182814.gpx
fc1187a9-6b18-4f14-b37a-ecb82a51e9d6,2015-09-21 18:13:10,Running,,9.65,46:56,4:52,12.33,635.999999633664,83,153,"","TomTom MySports Watch",2015-09-21-181310.gpx
3273b8d6-96a2-4162-99d4-5277ebe826ce,2015-09-18 18:39:38,Running,,22.15,2:01:30,5:29,10.94,1543.99999911066,182,149,"","TomTom MySports Watch",2015-09-18-183938.gpx
249d96bc-0b86-4602-b6cf-6fa40cf5006f,2015-09-16 17:59:37,Running,,19.35,1:46:38,5:31,10.89,1299.9999992512,303,146,"","TomTom MySports Watch",2015-09-16-175937.gpx
d9544e4a-4567-4a19-8bfe-4ef938d95a1c,2015-09-13 17:14:13,Running,,23.95,2:23:03,5:58,10.04,1657.99999904499,390,140,"","TomTom MySports Watch",2015-09-13-171413.gpx
1977cad0-afd4-450c-9355-8aeabae10a7c,2015-09-09 18:37:26,Running,,15.88,1:24:05,5:18,11.33,1101.99999936525,132,145,"","TomTom MySports Watch",2015-09-09-183726.gpx
e005376b-b79c-45de-8b2e-a924dd9aa3d8,2015-09-07 18:47:06,Running,,15.62,1:22:49,5:18,11.32,1069.99999938368,241,144,"","TomTom MySports Watch",2015-09-07-184706.gpx
773f4ab1-e42e-4acb-b9ee-3e21f2283849,2015-09-03 18:49:40,Running,,9.55,53:21,5:35,10.74,653.999999623296,85,127,"","TomTom MySports Watch",2015-09-03-184940.gpx
0730fe8a-08a3-4d22-9728-60bdccc06124,2015-08-24 17:21:48,Running,,28.14,2:46:07,5:54,10.17,1971.99999886413,518,138,"","TomTom MySports Watch",2015-08-24-172148.gpx
9f29e8bd-7885-43f5-bc86-fae947a5ab8a,2015-08-23 17:35:47,Cycling,,35.09,1:32:58,2:39,22.64,786.0,336,,"","",2015-08-23-173547.gpx
2909eefe-b2da-4fa1-9136-1b273cf0b70e,2015-08-21 18:18:37,Running,,12.48,1:08:30,5:29,10.93,853.999999508096,102,151,"","TomTom MySports Watch",2015-08-21-181837.gpx
cb29be64-8750-4197-b7a7-21fb2c9f158d,2015-08-16 17:35:23,Running,,26.01,2:33:13,5:54,10.18,1793.99999896666,436,136,"","TomTom MySports Watch",2015-08-16-173523.gpx
318bf8f5-6344-4f1e-8fb8-f52d7a38ebc1,2015-08-15 18:46:21,Cycling,,13.72,38:39,2:49,21.30,313.0,139,,"","",2015-08-15-184621.gpx
c749a53c-be67-496f-8626-fb438382aab8,2015-08-14 17:44:35,Running,,19.04,1:52:10,5:54,10.18,1315.99999924198,301,130,"","TomTom MySports Watch",2015-08-14-174435.gpx
632b4c1e-96ce-4e45-9d8e-945b64c8d912,2015-08-09 16:29:48,Running,,18.58,1:48:49,5:51,10.25,1278.9999992633,285,138,"","TomTom MySports Watch",2015-08-09-162948.gpx
b1a19f5a-4cb7-479a-b8bc-60e3fb62f218,2015-08-03 18:30:49,Running,,18.95,1:38:16,5:11,11.57,1298.99999925178,156,149,"","TomTom MySports Watch",2015-08-03-183049.gpx
fad4d129-7045-41f5-ad01-7043d9c5db12,2015-08-01 18:40:14,Cycling,,18.79,56:41,3:01,19.88,430.0,195,,"","",2015-08-01-184014.gpx
47192c06-cc2b-4112-92a1-0c53f5afc344,2015-07-29 18:14:34,Running,,0.76,5:15,6:55,8.67,53.999999968896,6,133,"","TomTom MySports Watch",2015-07-29-181434.gpx
6e225b5e-08d0-46d0-bbb2-6f6fd3dec433,2015-07-26 08:02:36,Running,,22.09,2:16:22,6:10,9.72,1557.0,372,142,"","",2015-07-26-080236.gpx
0998a635-1166-4d12-b143-56a922e05fd2,2015-07-24 18:49:43,Running,,12.69,1:05:15,5:09,11.67,858.0,108,146,"","",2015-07-24-184943.gpx
0a903a48-5c63-461d-bddc-303e6c1e935f,2015-07-21 18:22:38,Running,,12.66,1:08:07,5:23,11.15,867.999999500032,109,138,"","TomTom MySports Watch",2015-07-21-182238.gpx
1e224c99-4090-4dea-aef4-2f519099fff5,2015-07-19 17:19:38,Running,,23.88,2:27:32,6:11,9.71,1688.0,391,135,"","",2015-07-19-171938.gpx
ae62b3b8-f681-49b7-a7bf-464934bc9e33,2015-07-16 18:32:18,Running,,9.57,45:28,4:45,12.63,628.0,77,148,"","",2015-07-16-183218.gpx
7d04c79d-fa1c-43d1-8786-1cffe6abbc5e,2015-07-14 18:39:53,Running,,12.66,1:04:46,5:07,11.73,852.0,108,145,"","",2015-07-14-183953.gpx
8e08fa81-ec96-4811-8ac2-db1250c9cee1,2015-07-12 18:14:14,Running,,19.04,1:51:58,5:53,10.20,1316.0,295,133,"","",2015-07-12-181414.gpx
17d24474-bead-48b6-b215-8f9a09f0e13d,2015-07-10 18:35:16,Running,,19.02,1:34:06,4:57,12.13,1279.0,156,144,"","",2015-07-10-183516.gpx
cb393e1d-af41-4f89-a810-3e4963d307ee,2015-07-07 18:39:38,Running,,9.55,48:59,5:08,11.70,650.0,88,143,"","",2015-07-07-183938.gpx
c0cb05cc-c1a5-4897-a685-cb8aa01b712d,2015-07-05 17:53:06,Running,,19.70,1:52:23,5:42,10.52,1358.0,303,142,"","",2015-07-05-175306.gpx
3a85bdfa-776d-4282-b2c2-c36ca414a04e,2015-07-01 18:16:02,Running,,18.83,1:34:34,5:01,11.95,1268.0,154,142,"","",2015-07-01-181602.gpx
