Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
bdbd37a8-9c4f-41c4-9e87-1980a096881c,2015-06-28 17:39:02,Running,,19.81,1:55:57,5:51,10.25,1360.0,313,133,"","",2015-06-28-173902.gpx
f27bbf5b-e534-4328-b053-70a1f7fd3195,2015-06-24 18:27:23,Running,,11.14,1:03:45,5:43,10.49,766.0,162,133,"","",2015-06-24-182723.gpx
2b3bb63b-e5b7-419e-9b53-744ce195fa83,2015-06-22 18:19:53,Running,,18.84,1:41:17,5:22,11.16,1294.0,156,141,"","",2015-06-22-181953.gpx
ee566558-df2c-4874-8470-4c96bc16e11b,2015-06-21 17:53:46,Cycling,,34.49,1:35:39,2:46,21.63,751.0,318,,"","",2015-06-21-175346.gpx
744827f5-674f-4ec6-9ffe-82866f2b021e,2015-06-17 18:39:44,Running,,12.61,1:07:45,5:22,11.17,859.0,109,137,"","",2015-06-17-183944.gpx
c089d063-ac9b-4931-af17-3b6329f5954a,2015-06-15 18:27:00,Running,,12.64,1:02:17,4:56,12.18,926.0,107,158,"","",2015-06-15-182700.gpx
bf89325d-987a-4421-903f-eba2022ec226,2015-06-14 17:03:23,Cycling,,28.49,1:20:47,2:50,21.16,621.0,294,,"","",2015-06-14-170323.gpx
92d68e43-b394-4a2e-be6a-49074f30a793,2015-06-12 18:27:52,Running,,12.63,1:02:18,4:56,12.16,855.0,107,154,"","",2015-06-12-182752.gpx
791454fb-a749-47c1-9913-f72aeb7fe000,2015-06-10 18:14:03,Running,,14.35,1:21:05,5:39,10.62,986.0,226,136,"","",2015-06-10-181403.gpx
d77c5897-a8f2-41a0-82d4-210315a0b17c,2015-06-08 18:18:18,Running,,9.60,44:45,4:40,12.88,626.0,85,161,"","",2015-06-08-181818.gpx
4ca793f5-809f-4659-98a4-01bbd63f8d07,2015-06-07 16:51:14,Running,,13.01,1:13:07,5:37,10.68,876.0,193,147,"","",2015-06-07-165114.gpx
04538557-0367-48ee-bcfd-e6c0a16568a8,2015-06-06 18:30:39,Cycling,,18.96,1:19:02,4:10,14.39,510.0,123,,"","",2015-06-06-183039.gpx
5fe00119-e51b-48c6-a3e3-f6d75374df67,2015-06-04 18:15:45,Running,,15.97,1:23:18,5:13,11.50,1097.0,135,141,"","",2015-06-04-181545.gpx
d2ec6e32-2140-4860-ac6b-3eb7b5923e44,2015-06-01 17:40:42,Running,,11.85,1:04:46,5:28,10.98,810.0,180,145,"","",2015-06-01-174042.gpx
3ea58a0a-a2c8-4e8f-8e27-ac86ccbd2eb2,2015-05-31 04:02:00,Cycling,,29.40,2:35:00,5:16,11.38,710.0,58,,"","",2015-05-31-040200.gpx
748d5149-2314-4bd0-8528-59d7e7ffee1d,2015-05-29 18:45:22,Running,,9.73,46:22,4:46,12.59,636.0,84,150,"","",2015-05-29-184522.gpx
9ef5388f-c3af-4bd0-8c4c-437f1255eb99,2015-05-27 18:19:22,Running,,12.80,1:03:46,4:59,12.05,859.0,108,150,"","",2015-05-27-181922.gpx
b685d6f3-056b-49a7-9599-8aa7a4a0248e,2015-05-23 19:07:40,Cycling,,13.65,43:06,3:09,19.00,332.0,144,124,"","",2015-05-23-190740.gpx
98e685ee-8f60-49ef-93e5-028ce01520ba,2015-05-21 18:45:51,Running,,9.54,45:19,4:45,12.64,624.0,82,147,"","",2015-05-21-184551.gpx
21c55ade-208e-4525-893f-07b152dd7799,2015-05-19 18:48:36,Running,,12.73,1:02:30,4:55,12.22,859.0,109,134,"","",2015-05-19-184836.gpx
396f0254-c9ca-4ac5-bf6d-e176f6e5a2a1,2015-05-17 17:33:15,Running,,9.64,48:27,5:02,11.94,642.0,85,150,"","",2015-05-17-173315.gpx
edd6a664-91fa-4978-9a3d-a9a9e97da0cb,2015-05-13 18:39:34,Running,,12.71,1:09:15,5:27,11.01,875.0,108,158,"","",2015-05-13-183934.gpx
54793068-82e4-4c34-9be0-c50c8067d195,2015-05-11 18:39:02,Running,,9.61,48:38,5:04,11.86,653.0,91,158,"","",2015-05-11-183902.gpx
295df484-190b-4ca4-a39f-99d3793cbcff,2015-05-06 18:18:49,Running,,12.83,1:07:10,5:14,11.46,880.0,107,142,"","",2015-05-06-181849.gpx
993ca426-7e01-48eb-9b50-1bc32ee4a239,2015-05-02 18:48:03,Running,,7.39,43:11,5:50,10.27,509.0,162,165,"","",2015-05-02-184803.gpx
7bd07c52-14d5-4c06-98aa-1b84e0a14127,2015-05-01 18:05:38,Cycling,,11.41,42:39,3:44,16.06,282.0,132,125,"","",2015-05-01-180538.gpx
570f915e-613f-40eb-b537-219bbeab5ab1,2015-04-26 09:03:15,Running,,21.12,1:38:42,4:40,12.84,1381.0,982,170,"","",2015-04-26-090315.gpx
9a7a2e67-0935-444c-967f-da900632f1d5,2015-04-23 18:48:37,Running,,6.87,37:32,5:28,10.97,493.0,81,,"","",2015-04-23-184837.gpx
bb763b6b-6395-4684-b53f-5e671822f748,2015-04-15 18:38:43,Running,,12.68,1:05:47,5:11,11.56,869.0,110,141,"","",2015-04-15-183843.gpx
f1b5dd21-9053-4340-b265-a074659a5dfe,2015-04-13 16:57:26,Running,,18.06,1:53:38,6:17,9.54,1240.0,228,140,"","",2015-04-13-165726.gpx
32025da2-62c6-48d4-8ae7-3b2c72170928,2015-04-07 18:33:21,Running,,15.79,1:22:37,5:14,11.46,1090.0,135,152,"","",2015-04-07-183321.gpx
e25f6a16-dad0-46b0-9bfb-1f1dcaa2b329,2015-04-02 18:50:23,Running,,12.83,1:06:28,5:11,11.58,873.0,106,146,"","",2015-04-02-185023.gpx
d6b9e271-eaaa-4d22-ad7d-518fee325c62,2015-03-30 18:10:03,Running,,5.73,30:12,5:17,11.37,395.0,50,123,"","",2015-03-30-181003.gpx
ba09e7d3-8123-4307-b3d9-17f9d93d95ee,2015-03-25 18:40:19,Running,,9.73,55:12,5:40,10.58,660.0,84,131,"","",2015-03-25-184019.gpx
760c4a61-d435-47ca-a787-005202a803df,2015-03-16 18:23:38,Running,,16.15,1:26:37,5:22,11.19,1118.0,133,131,"","",2015-03-16-182338.gpx
b40900ba-56b7-45cf-b8cf-73f70f43fa19,2015-03-11 18:21:26,Running,,15.91,1:28:23,5:33,10.80,1082.0,136,140,"","",2015-03-11-182126.gpx
b7397558-85ae-4da5-9405-e36ccf729442,2015-03-06 18:44:58,Running,,12.81,1:06:04,5:09,11.63,868.0,106,172,"","",2015-03-06-184458.gpx
029102b9-7b7d-40f9-a78d-4f42b9c618e2,2015-03-04 19:00:17,Running,,10.25,58:27,5:42,10.52,691.0,90,125,"","",2015-03-04-190017.gpx
c5cf3852-76aa-44f0-bd03-eacb5ecd20e9,2015-03-02 18:15:36,Running,,15.99,1:31:46,5:44,10.46,1079.0,128,154,"","",2015-03-02-181536.gpx
85adaf46-27e4-4ec3-a86f-1129e21e5f38,2015-02-28 09:11:09,Running,,3.50,20:19,5:48,10.34,238.0,33,116,"","",2015-02-28-091109.gpx
bc2a7d16-5d71-4f3f-8534-7ac87e0010a6,2015-02-25 18:18:41,Running,,9.78,54:08,5:32,10.84,661.0,87,144,"","",2015-02-25-181841.gpx
3f3231db-0394-4c84-811e-116c9d12a6c6,2015-02-23 18:14:09,Running,,12.84,1:10:50,5:31,10.88,883.0,105,141,"","",2015-02-23-181409.gpx
c8ac7ae5-1a85-4057-813b-29d1bf7a2c54,2015-02-17 18:34:53,Running,,9.86,55:53,5:40,10.58,707.0,60,,"","",2015-02-17-183453.gpx
2c5f4777-b55a-43b2-82f3-d633c19bbdc8,2015-02-12 18:22:44,Running,,6.75,36:25,5:24,11.12,485.0,42,,"","",2015-02-12-182244.gpx
b76fc1f0-9f7d-49d0-a99f-d7305ba859c2,2015-02-09 18:40:18,Running,,9.94,55:22,5:34,10.77,723.208399932435,61,,"","",2015-02-09-184018.gpx
40d23e37-2a9f-4956-900c-23bb1f721ce5,2015-02-04 18:31:10,Running,,10.23,55:10,5:24,11.12,652.0,59,,"","",2015-02-04-183110.gpx
9cb617f8-0380-47c0-8c73-08f699684c24,2015-02-02 18:31:00,Running,,9.91,58:57,5:57,10.08,725.2215765029,259,,"","",2015-02-02-183100.gpx
cdd5299e-788a-4eba-afb0-99eb7ee1a2d0,2015-01-31 09:30:04,Running,,6.55,40:01,6:06,9.83,436.0,37,,"","",2015-01-31-093004.gpx
22b8c0e9-c1f2-49ac-8fa2-aaa44e183d54,2015-01-28 18:43:29,Running,,10.02,55:13,5:31,10.89,726.17670389112,61,,"","",2015-01-28-184329.gpx
ae5b3a84-3ea6-455c-a941-d010153f9a4e,2015-01-26 18:30:18,Running,,13.11,1:14:30,5:41,10.55,960.696640142744,76,,"","",2015-01-26-183018.gpx
52dc197c-1cb1-4cb2-b1a5-d514b42a206e,2015-01-14 17:50:00,Running,,9.78,52:45,5:24,11.12,654.0,51,,"","",2015-01-14-175000.gpx
27a1e74e-531f-42b5-90fc-a0b12de12031,2015-01-12 18:20:00,Running,,9.78,51:45,5:18,11.34,655.0,51,,"","",2015-01-12-182000.gpx
51b58a2c-c40f-4eaa-9e10-dd600b4fba4f,2015-01-03 17:20:00,Running,,9.78,52:45,5:24,11.12,654.0,51,,"","",2015-01-03-172000.gpx
14766461-48ab-47cc-8039-0930953e02f6,2014-12-26 17:50:00,Running,,9.78,49:45,5:05,11.79,655.0,51,,"","",2014-12-26-175000.gpx
41b6ea5b-d428-4cc1-a27d-e0de92b2ec9c,2014-12-24 18:18:00,Running,,6.59,32:00,4:51,12.35,461.0,33,,"","",2014-12-24-181800.gpx
48eebce4-1d5f-4700-856d-754f24292b2e,2014-12-08 16:18:00,Running,,6.63,32:00,4:49,12.44,431.0,33,,"","",2014-12-08-161800.gpx
c61a98ea-d68f-4604-a35b-d5d42235250b,2014-12-03 18:18:00,Running,,6.63,32:00,4:49,12.44,431.0,33,,"","",2014-12-03-181800.gpx
6a6d8b25-79d0-4ceb-8f89-8ed7688f80dd,2014-12-01 18:18:00,Running,,6.63,32:00,4:49,12.44,429.0,33,,"","",2014-12-01-181800.gpx
d6574cc9-2e03-4d1c-a0f8-e3fe8090e8c5,2014-11-25 17:50:00,Running,,9.78,51:45,5:18,11.34,655.0,51,,"","",2014-11-25-175000.gpx
04dd1189-d5cb-4ce2-ba31-0189ad5f673a,2014-11-19 18:18:00,Running,,6.22,31:00,4:59,12.03,446.0,33,,"","",2014-11-19-181800.gpx
5dd88a5b-a923-4d7b-81fc-ffcb94473cc6,2014-11-11 15:50:00,Running,,9.78,49:45,5:05,11.79,655.0,51,,"","",2014-11-11-155000.gpx
5a5804c3-ea87-4b47-92bb-c0f8e9f67419,2014-11-04 18:18:00,Running,,6.22,32:00,5:09,11.66,445.0,33,,"","",2014-11-04-181800.gpx
99a90af9-50d0-46e0-aa9d-98d57fac335b,2014-10-30 17:50:00,Running,,9.78,49:45,5:05,11.79,658.0,51,,"","",2014-10-30-175000.gpx
1e0bd31f-8aa0-4c22-9192-2bf32089855e,2014-10-27 18:30:00,Running,,12.98,1:05:45,5:04,11.85,888.0,67,,"","",2014-10-27-183000.gpx
628b90a0-6cae-4dfe-9981-416e85fa5477,2014-10-22 17:50:00,Running,,9.61,49:45,5:10,11.59,670.0,54,,"","",2014-10-22-175000.gpx
bc53fc84-3a38-4dca-bfb9-0fa3548ec398,2014-10-20 18:10:00,Running,,9.61,51:17,5:20,11.25,672.0,54,,"","",2014-10-20-181000.gpx
26ce3134-3ff1-4546-9f1b-bcc3ff528e89,2014-10-14 18:10:00,Running,,12.82,1:02:45,4:54,12.26,913.0,70,,"","",2014-10-14-181000.gpx
df510a68-0447-4ca6-ade8-d558cd700e76,2014-10-09 18:10:00,Running,,9.61,52:17,5:26,11.03,677.0,54,,"","",2014-10-09-181000.gpx
85a66cf6-c96c-49dd-b8a0-23b56b771ff7,2014-10-07 19:10:00,Running,,9.61,49:17,5:08,11.70,679.0,54,,"","",2014-10-07-191000.gpx
8e3e4cb5-9044-4948-a95b-8dec52112fc6,2014-09-28 10:01:30,Running,,21.32,1:45:27,4:57,12.13,1633.0,447,,"","",2014-09-28-100130.gpx
37280fb2-6f9d-434b-a96e-7a55bc762680,2014-09-23 18:10:00,Running,,12.82,1:02:45,4:54,12.26,921.0,70,,"","",2014-09-23-181000.gpx
560f5bd3-956a-44b3-961f-cf243d71286b,2014-09-18 18:12:00,Running,,19.19,1:42:03,5:19,11.29,1353.0,111,,"","",2014-09-18-181200.gpx
a2306eac-c313-4abd-a653-e62bb74f9e3b,2014-09-15 18:30:00,Running,,9.55,48:54,5:07,11.72,684.0,51,,"","",2014-09-15-183000.gpx
46be3354-011e-4fc3-8b54-3b78e4f9ea2c,2014-09-11 19:10:00,Running,,9.61,48:22,5:02,11.93,682.0,54,,"","",2014-09-11-191000.gpx
8fdbb114-946e-4760-b7bc-ebc94c7a2bb4,2014-09-08 18:00:00,Running,,19.19,1:42:03,5:19,11.29,1356.0,111,,"","",2014-09-08-180000.gpx
1c1779d8-5020-4bb9-b0ad-1e1f886afd46,2014-09-04 18:55:54,Running,,9.61,50:22,5:14,11.45,690.0,54,,"","",2014-09-04-185554.gpx
4e983ab7-2e8d-4c1f-8e08-268304b395e6,2014-09-01 18:46:00,Running,,15.59,1:23:41,5:22,11.18,1125.0,110,,"","",2014-09-01-184600.gpx
800c94a1-551e-408e-8282-ae9bb8d3ddd3,2014-08-29 18:56:02,Cycling,,20.70,1:00:37,2:56,20.49,519.0,113,,"","",2014-08-29-185602.gpx
9642232e-00a5-4e7d-8a92-a8766a7b5b01,2014-08-28 18:10:00,Running,,12.82,1:05:45,5:08,11.70,920.0,70,,"","",2014-08-28-181000.gpx
1cdfd12b-09c4-4b95-a0da-45b53b8129ac,2014-08-26 18:16:03,Running,,16.06,1:21:39,5:05,11.80,1151.0,89,,"","",2014-08-26-181603.gpx
8f3de547-78e3-4d6c-a467-1705d536129b,2014-08-21 18:49:00,Running,,9.55,53:54,5:39,10.63,684.0,51,,"","",2014-08-21-184900.gpx
5284fd7d-9fde-46b7-9f63-c0645dfa07ef,2014-08-18 18:37:00,Running,,12.82,1:05:44,5:08,11.70,920.0,70,,"","",2014-08-18-183700.gpx
b4f32f79-e995-4610-b584-932134dac4c4,2014-08-12 18:50:00,Running,,9.55,53:54,5:39,10.63,684.0,51,,"","HOT!",2014-08-12-185000.gpx
f9fe4f45-6f49-4b73-8336-c98413b25ac5,2014-08-08 08:00:16,Running,,9.82,50:20,5:08,11.70,703.0,62,,"","",2014-08-08-080016.gpx
779e140d-38cb-49e5-b340-ee0db1b9a3eb,2014-07-25 18:35:00,Running,,13.17,1:05:08,4:57,12.13,925.0,83,,"","",2014-07-25-183500.gpx
3faa84dd-552a-46b5-a2c8-b0a87123be2a,2014-07-22 18:08:00,Running,,12.75,59:41,4:41,12.81,889.0,71,,"","",2014-07-22-180800.gpx
e89d7bfb-2e0d-4274-987f-eaa56f06e1e2,2014-07-17 18:30:00,Running,,9.55,53:54,5:39,10.63,684.0,51,,"","It was not easy, as it was +29 Celcius",2014-07-17-183000.gpx
47833e3a-1049-4fc9-97f1-e3a41cf1a722,2014-07-10 18:45:00,Running,,12.75,1:00:41,4:46,12.60,884.0,71,,"","It was raining heavily, which was absolute fun to run that distance",2014-07-10-184500.gpx
0fcef878-d446-45cf-aec2-61bd86740501,2014-07-02 18:31:00,Running,,12.75,1:02:41,4:55,12.20,888.0,71,,"","",2014-07-02-183100.gpx
93c308f7-14b5-4f27-b030-7d44e223cd54,2014-06-24 18:12:00,Running,,16.21,1:21:46,5:03,11.89,1145.0,85,,"","",2014-06-24-181200.gpx
1da0fc26-5121-4528-a25d-be8e6897b047,2014-06-18 18:29:00,Running,,16.21,1:21:46,5:03,11.89,1145.0,85,,"","",2014-06-18-182900.gpx
8a7f85e2-f89f-4fed-93c3-a5c50779d32f,2014-06-11 18:08:00,Running,,12.75,1:02:41,4:55,12.20,895.0,71,,"","",2014-06-11-180800.gpx
0f94765c-b3ea-4400-9dbf-3f6aa534b94b,2014-06-04 18:07:39,Running,,16.17,1:20:57,5:00,11.98,1146.0,93,,"","",2014-06-04-180739.gpx
094db0ab-834e-41e2-89c5-162f88297e35,2014-05-26 18:30:00,Running,,9.55,53:54,5:39,10.63,684.0,51,,"","",2014-05-26-183000.gpx
3ed219e7-77f6-4981-920b-b19d3246e26b,2014-05-21 18:45:00,Running,,12.75,1:01:41,4:50,12.40,893.0,71,,"","",2014-05-21-184500.gpx
0a3dbdc0-61ef-48f2-9493-f1bd09a77ca4,2014-05-19 18:15:00,Running,,12.75,1:03:01,4:57,12.14,895.0,71,,"","",2014-05-19-181500.gpx
faf85ff4-89f1-4f2d-bd73-0194b745deba,2014-05-17 07:50:00,Running,,6.56,35:23,5:24,11.12,470.0,36,,"","",2014-05-17-075000.gpx
a9560e7b-7e4a-453c-a2ae-04752f26076b,2014-05-14 18:09:11,Running,,13.17,1:05:08,4:57,12.13,930.0,84,,"","",2014-05-14-180911.gpx
07034064-71cd-449e-9e4e-04320cc46555,2014-05-12 18:06:22,Running,,12.63,1:01:22,4:51,12.35,906.0,69,,"","",2014-05-12-180622.gpx
cbe17784-1222-446e-9101-86212817b116,2014-05-06 18:32:00,Running,,12.85,1:05:41,5:07,11.74,903.0,71,,"","",2014-05-06-183200.gpx
18a3a5a6-69e6-435f-8d5b-1e80640fa7b3,2014-05-02 18:47:02,Running,,7.08,37:56,5:21,11.20,537.0,127,,"","",2014-05-02-184702.gpx
a0c970d4-cfa5-4db9-8532-8e6d5b43d06f,2014-04-27 10:00:00,Running,,21.73,1:46:38,4:54,12.23,1543.0,22,,"","",2014-04-27-100000.gpx
03b72419-2aeb-40ce-afb5-70f5ca298984,2014-04-21 19:08:29,Running,,12.75,59:41,4:41,12.81,908.0,71,,"","",2014-04-21-190829.gpx
ae983e43-fdbe-499c-bc11-67fa63fdc1fe,2014-04-16 18:22:23,Running,,19.08,1:35:03,4:59,12.04,1361.0,111,,"","",2014-04-16-182223.gpx
f32f311f-1a02-44c3-8bc8-efbcd2f33aef,2014-04-14 18:19:40,Running,,12.83,1:04:32,5:02,11.92,891.0,71,,"","",2014-04-14-181940.gpx
dd153376-3f4d-4b58-83d8-5e2a50773288,2014-04-09 18:29:04,Running,,16.21,1:21:45,5:03,11.90,1145.0,85,,"","",2014-04-09-182904.gpx
9e71740b-bdeb-44d0-987f-12bf6d5a43b9,2014-04-07 18:28:42,Running,,12.57,1:04:09,5:06,11.75,901.0,73,,"","",2014-04-07-182842.gpx
a189ac9e-f156-4e0a-9227-6c3c5907ae87,2014-04-02 18:30:00,Running,,12.47,1:04:33,5:11,11.59,895.0,69,,"","",2014-04-02-183000.gpx
2a58f421-94a3-4e02-a4af-cf5e1fc25c9c,2014-04-02 18:18:43,Running,,6.22,32:00,5:09,11.65,446.0,33,,"","",2014-04-02-181843.gpx
1f2a8c46-872a-4edd-9055-95fcc0457be5,2014-03-24 18:56:12,Running,,6.32,36:30,5:47,10.39,455.0,36,,"","",2014-03-24-185612.gpx
54b15891-50ae-4885-a415-3924557d5e21,2014-03-20 18:49:11,Running,,9.55,53:54,5:39,10.63,684.0,51,,"","",2014-03-20-184911.gpx
920faab9-c2bf-46c0-8180-8a7039d43e9d,2014-03-18 18:49:39,Running,,9.71,57:20,5:55,10.15,672.0,53,,"","",2014-03-18-184939.gpx
f9aa0165-eb95-414e-bde5-9b26aa006347,2014-03-13 18:41:49,Running,,8.62,51:36,5:59,10.02,613.0,48,,"","",2014-03-13-184149.gpx
05a608e9-0ca9-4250-9a3c-2c8b3d8965d6,2014-03-11 19:14:15,Running,,6.35,36:54,5:49,10.33,455.0,34,,"","",2014-03-11-191415.gpx
7e0966e7-e843-4a6f-a0a7-4b323a69b526,2014-03-04 18:45:09,Running,,9.45,53:34,5:40,10.58,677.0,52,,"","",2014-03-04-184509.gpx
031d04da-435b-4b17-a27f-233242290f13,2014-02-28 18:34:12,Running,,6.34,36:02,5:41,10.56,454.0,32,,"","",2014-02-28-183412.gpx
271e28ad-4f6f-4710-9973-07fb70ac4d42,2014-02-25 18:23:39,Running,,6.33,36:09,5:43,10.51,454.0,35,,"","",2014-02-25-182339.gpx
16aafe53-0259-43f3-a5b6-7c7ffea90e52,2014-02-19 18:40:00,Running,,6.38,36:10,5:40,10.58,458.0,34,,"","",2014-02-19-184000.gpx
9d8d9396-b49a-439d-a31d-c300bcd7b621,2014-02-15 08:55:15,Running,,6.29,34:34,5:30,10.91,449.0,35,,"","",2014-02-15-085515.gpx
e8c1276e-5ecd-4b6f-bc06-72bab7efcc29,2014-02-13 18:08:01,Running,,6.38,38:00,5:57,10.08,458.0,34,,"","",2014-02-13-180801.gpx
d2db35ca-1373-45d5-a1ef-a88d5aba63ad,2014-02-06 06:32:00,Running,,6.56,42:23,6:28,9.29,474.0,36,,"","",2014-02-06-063200.gpx
0bb7d5c0-9f1e-4c7c-9842-29ae605e3204,2014-01-07 18:13:04,Running,,10.81,1:01:31,5:42,10.54,774.0,56,,"","",2014-01-07-181304.gpx
e721a5b1-59ab-4e99-851c-cbc9eee2009f,2014-01-02 09:45:05,Running,,3.38,18:10,5:23,11.16,241.0,16,,"","",2014-01-02-094505.gpx
e42c97c6-742c-4065-aad3-1c82477af7d0,2013-12-31 08:32:35,Running,,6.57,36:02,5:29,10.93,471.0,36,,"","",2013-12-31-083235.gpx
806866ca-023b-4c68-98ff-17af1d765e2f,2013-12-23 18:59:00,Running,,9.50,54:08,5:42,10.53,676.0,52,,"","",2013-12-23-185900.gpx
40fa8105-04cd-491a-a4f6-e32ed2849436,2013-12-21 07:39:48,Running,,6.34,36:02,5:41,10.56,454.0,33,,"","",2013-12-21-073948.gpx
9627ce3e-458a-4cb8-b3f0-64d6b71dee2e,2013-12-19 18:58:42,Running,,9.50,53:06,5:35,10.73,679.0,52,,"","",2013-12-19-185842.gpx
cb9e2c89-18ae-49b3-a028-d17748326a8c,2013-12-07 09:15:00,Running,,6.30,34:59,5:33,10.80,452.0,35,,"","",2013-12-07-091500.gpx
0a1d041d-9ea5-438a-a2df-dcac74a33116,2013-12-04 18:36:22,Running,,12.48,1:10:42,5:40,10.59,896.0,69,,"","",2013-12-04-183622.gpx
07f223e5-b7d2-49b6-b6b1-94b816cef1ac,2013-11-30 09:06:01,Running,,6.33,34:24,5:26,11.03,451.0,35,,"","",2013-11-30-090601.gpx
40dd6d44-18d2-4f89-bc34-e1360590b89e,2013-11-20 18:18:12,Running,,11.73,1:06:41,5:41,10.55,840.0,63,,"","",2013-11-20-181812.gpx
14e9f43f-6868-41dc-9c87-48b4206330fd,2013-11-16 09:00:24,Running,,6.15,32:46,5:20,11.26,424.0,21,,"","",
0bf65ae6-1658-4bc2-9971-5dc20ac44eb0,2013-11-07 19:00:59,Running,,9.47,50:07,5:18,11.33,679.0,53,,"","",2013-11-07-190059.gpx
36627858-ea69-40e5-9ed5-689e38e980cd,2013-11-02 09:15:18,Running,,3.14,18:23,5:51,10.25,226.0,18,,"","",2013-11-02-091518.gpx
4d8f1e78-73bb-4cac-9ce7-6167fbca9da9,2013-10-30 18:42:16,Running,,5.81,33:12,5:43,10.49,413.0,32,,"","",2013-10-30-184216.gpx
929e7c6a-ef2f-44d1-b4a9-d0159e5aa618,2013-10-23 18:51:35,Running,,6.30,35:41,5:40,10.59,453.0,35,,"","",2013-10-23-185135.gpx
eb690f23-7d74-4d07-853f-58a8a3872f19,2013-10-18 18:07:56,Running,,12.53,1:09:46,5:34,10.77,897.0,74,,"","",2013-10-18-180756.gpx
9aef5085-2cab-4872-8797-85794667ba23,2013-10-15 18:28:14,Running,,8.57,49:35,5:47,10.37,616.0,45,,"","",2013-10-15-182814.gpx
2c71d785-7846-47f1-81f0-55ea80e6e22c,2013-10-12 09:36:00,Running,,6.36,34:21,5:24,11.11,455.0,35,,"","",2013-10-12-093600.gpx
178f39db-9acd-4833-b57c-851fb430e5d4,2013-10-10 18:08:08,Running,,9.34,50:21,5:24,11.12,669.0,52,,"","",2013-10-10-180808.gpx
981fe91d-aa68-4bb8-8009-71e62dbe5d34,2013-10-05 07:36:47,Running,,6.36,34:21,5:24,11.10,455.0,35,,"","",2013-10-05-073647.gpx
f50f24f1-b79e-4bf3-8dfc-6b43d46f385f,2013-09-30 18:50:38,Running,,6.45,32:41,5:04,11.84,462.0,34,,"","",2013-09-30-185038.gpx
f696092e-4359-44fb-9544-da83ddbfc1c4,2013-09-10 18:13:42,Running,,12.72,1:01:54,4:52,12.33,1018.0,398,,"","",2013-09-10-181342.gpx
42adb02c-8d84-43fc-9612-0a7e0b4256a5,2013-09-02 19:10:44,Running,,6.41,32:23,5:03,11.88,458.0,34,,"","",2013-09-02-191044.gpx
7f7de28d-ae25-47e7-b018-bb2e903d98b2,2013-08-17 08:09:12,Running,,6.45,31:22,4:52,12.32,449.0,30,,"","",2013-08-17-080912.gpx
666cbe78-b3d5-4bbb-8a22-2717507d32c2,2013-08-15 18:49:50,Walking,,2.48,2:23:46,57:56,1.04,306.0,67,,"","",2013-08-15-184950.gpx
fcd7295f-2a3d-4d55-bcf3-6916c9ecf699,2013-08-14 18:17:00,Running,,15.61,1:25:55,5:30,10.90,1121.0,88,,"","",2013-08-14-181700.gpx
00f40213-297d-44f0-8311-a6254ac6fa4f,2013-08-08 18:30:36,Running,,12.47,1:06:33,5:20,11.24,891.0,61,,"","",2013-08-08-183036.gpx
9ea3ec6e-48fa-417f-8bdf-2b197e19f5d4,2013-08-08 07:56:08,Walking,,1.51,15:24,10:11,5.89,85.0,6,,"","",2013-08-08-075608.gpx
7ed0a8cb-0253-4ee4-aa39-3e2c444121ce,2013-08-04 08:27:54,Running,,12.49,1:06:24,5:19,11.29,896.0,68,,"","",2013-08-04-082754.gpx
e62b5ac5-e900-4c30-9f93-5f6a11da04f8,2013-07-30 18:49:22,Running,,12.47,1:05:43,5:16,11.39,893.0,67,,"","",2013-07-30-184922.gpx
924ee968-8f2c-47d9-a005-dbc732966fab,2013-07-21 07:57:30,Running,,11.87,1:00:37,5:07,11.74,845.0,64,,"","",2013-07-21-075730.gpx
0547ce8b-c7c8-40b6-bb71-feff6298c5be,2013-07-19 18:40:13,Running,,1.72,8:33,4:58,12.07,40.0,6,,"","",2013-07-19-184013.gpx
1eb83982-20b9-494a-954c-ed4152f01273,2013-07-18 07:47:00,Running,,6.15,32:36,5:18,11.33,416.0,30,,"","",2013-07-18-074700.gpx
f85d8da1-0d59-4b30-bc5a-fce86874b167,2013-07-07 08:43:13,Running,,3.75,21:36,5:46,10.41,281.0,56,,"","",2013-07-07-084313.gpx
8de39009-9e2e-44ce-ad83-eb129f896e61,2013-07-06 07:15:00,Running,,3.75,21:12,5:39,10.61,280.0,55,,"","",2013-07-06-071500.gpx
a1f6c8f6-f85f-454e-8c2a-6946404f9d2a,2013-07-05 08:01:00,Running,,3.75,21:10,5:39,10.63,280.0,55,,"","",2013-07-05-080100.gpx
e4d4f094-e32e-4518-8119-742667e662c4,2013-07-03 07:20:00,Running,,3.75,21:55,5:51,10.26,281.0,55,,"","",2013-07-03-072000.gpx
0e41b390-7317-4d7f-9e0e-b1db01825f31,2013-07-02 07:43:00,Running,,3.75,21:40,5:47,10.38,281.0,55,,"","",2013-07-02-074300.gpx
fbd264b0-ca3a-4af0-97a8-36ef4fd84db7,2013-07-01 07:09:00,Running,,3.75,21:10,5:39,10.63,262.0,0,,"","",
5eae7778-108b-4396-9ea4-2d7e5b6a285b,2013-06-26 18:19:50,Running,,0.00,0:00,,,0.0,0,,"","",
64178ec8-556d-4d95-a2b3-249441e33199,2013-06-26 18:19:00,Running,,16.00,1:06:49,4:11,14.37,1101.0,0,,"","",
